text;polarity
RT @listindiario: Michelle Bachelet llega a #Cuba para ceremonia de histórico acuerdo colombiano https://t.co/2wuM3QBQYU https://t.co/9Hvd1…;0
Ban Ki-Moon, Michelle Bachelet, Nicolás Maduro y Enrique Peña Nieto también están en La Habana https://t.co/qXfov6GYSV;0
.@DaniloMedina se encuentra con sus homólogos Michelle Bachelet, @sanchezceren y @NicolasMaduro. #SíALaPaz https://t.co/6lF7Pqi14o;0
RT @RadioTainoFM: Presente Michelle Bachelet en #Cuba para la histórica firma del acuerdo del fin del conflicto en #Colombia. #RTaino https…;1
Raúl Castro y Michelle Bachelet en La Habana #Cuba #ZonadePaz https://t.co/VzEqfhqU89;0
Once instituciones encabezan las donaciones de Michelle Bachelet con más de $ 150 millones https://t.co/I0PSCzHeIK;0
RT @gabimichetti: Encuentro con Michelle Bachelet, en la previa a la inauguración oficial de la ampliación del Canal de Panamá. https://t.c…;0
Once instituciones encabezan las donaciones de Michelle Bachelet con más de $ 150 millones https://t.co/fIWJHfxca5 https://t.co/t3Y5Zw27RS;0
RT @RicBenedetti: Gaby: Encuentro con Michelle Bachelet, en la previa a la inauguración oficial de la amplia… https://t.co/hDvIkm5q7M https…;0
RT @NuevaMayoriacl: La presidenta Michelle Bachelet saluda el triunfo de @LaRoja https://t.co/yQYKmhhs7z;1
Son resultados de inversión y reformas que hicimos en deporte en el 1er Gobierno Michelle Bachelet, no es casualidad https://t.co/cVRrZmanAJ;0
Conozca la cómica confesión de Michelle Bachelet tras la final de la Copa América Centenario: La mandataria r... https://t.co/eef2jLUqP7;1
Michelle Bachelet realizó cómica confesión tras la final de la Copa América Centenario https://t.co/JsUDuC2rFd;0
#Cadem aprobación de Michelle Bachelet alcanzó su registro histórico más bajo https://t.co/lWGBnyc9Dz;-1
CHILE BACHELET - La aprobación a Michelle Bachelet se mantiene en un 21 %, la más baja de su m... https://t.co/xZKwPRi9sJ vía @ACAN_EFE;0
La aprobación a Michelle Bachelet se mantiene en un 21 %, la más baja de su mandato https://t.co/f9gQStHtkp;-1
RT @DavidMorenoT: La selección chilena que conquistó la Copa América Centenario será recibida por la presidenta Michelle Bachelet https://t…;0
La Roja será homenajeada este domingo en el Estadio Nacional #chile #arturo_salah #michelle_bachelet https://t.co/x3jtgYLfBY;1
#PPK se reunirá con la presidenta de Chile #MichelleBachelet ►https://t.co/Pxu3n7ppoM https://t.co/N2HljtV88V;0
RT @mcamhi: Se impugna el título de médico otorgado a Michelle Bachelet https://t.co/nV5ctb65PW https://t.co/IHxMszA5jL;-1
"En Pronta Inauguración De Hospital De Rancagua Piensan Llamarlo ""DOCTORA MICHEL BACHELET"" Y No Es Chiste. https://t.co/C7PoUyy7oh";0
PPK se reunirá con la presidenta de Chile Michelle Bachelet durante la cumbre Alianza del Pacífico https://t.co/GZQnpAzD3N;0
@ppkamigo se reunirá con presidenta chilena Michelle Bachelet en cumbre Alianza del Pacífico https://t.co/5qLkG9ke3U via @gestionpe;0
PPK se reunirá con Michelle Bachelet en Chile https://t.co/y8rSSqjjjN;0
RT @YaMeCanseAborto: #NoAlAborto #Aborto #roy_cordero: Chile Legisla El Aborto: A seis meses de que el Gobierno de Michelle Bachelet pre… h…;-1
Es un acuerdo con la cadena comercial de la soja, ya no habrá cláusula monsanto, habrá un control INASE sobre semilla ilegal #WillyBernaudo;0
Gracias a Monsanto los tomates me duran más que los celulares.;1
El 90% de los actores son asi: el gobierno es para los ricos,la policia es mala,fuera monsanto, fuera Obama.#Idiotas https://t.co/Olw1FUDFva;-1
@fantinofantino @Monsanto_AR cuentan como son para los futuras generaciones cuando lo extingan con glinfosato;0
Segun Ecuasem, existen miles de hectareas de cultivos transgenicos ilicitos en el pais. Ecuador necesita aprender... https://t.co/YuETkzjtPb;0
Amarga como tangerina de monsanto;-1
"@fantinofantino @Monsanto_AR yo te recomiendo escuchar a Gustavo Cordera..""Soy mi soberano"".....😂";0
Compartimos con @Mwernerok una estupenda jornada de simus en la FTO7 de Monsanto. Un día de trabajo genial con... https://t.co/N0KihghCVa;1
@fullmetal_chef La verdad es que Monsanto etiqueta todos sus productos y no hay frutas/verduras transgenicas frescas en el mercado.;1
Un centenar de premios Nobel acusan a Greenpeace de «crímenes contra la humanidad» por su bloqueo a los transgénicos https://t.co/0415klK5Q3;-1
#Tecnologia Un centenar de premios Nobel acusan a Greenpeace de «crímenes contra la humanidad» por su bloqueo a los… https://t.co/9YYWcl6gSe;-1
Un centenar de ganadores del Nobel acusan a Greenpeace de ignorar a la ciencia en sus campañas contra transgénicos https://t.co/sxEsDiU5RA;-1
RT @soychilecl: Duro golpe a Greenpeace: 109 premios Nobel le pidieron detener campaña contra alimentos transgénicos https://t.co/ZkYxHuPNN9;-1
RT @manuelansede: 109 premios Nobel piden a los gobiernos que ignoren las manipuladoras campañas de Greenpeace contra los transgénicos http…;-1
RT @miamitop: Un centenar de premios Nobel acusan a Greenpeace de «crímenes contra la humanidad» por su bloqueo a los transgénic… https://t…;-1
Un centenar de premios Nobel acusan a Greenpeace de «crímenes contra la humanidad» por su bloqueo a los… https://t.co/rllP13iugS #España;-1
RT @juanarteaga_: 109 nobeles acusan a #Greenpeace de “crimen contra la humanidad” por los transgénicos | Ciencia | EL PAÍS https://t.co/yD…;-1
RT @nefeerr: Mientras la mayor parte UE prohibe transgenicos por su peligrosidad.PP convierte a España en campeona UE en transgenicos.;-1
109 nobeles acusan a Greenpeace de “crimen contra la humanidad” por los transgénicos | Ciencia | EL PAÍS https://t.co/GAqeKRKjd4;-1
RT @pacomerca2: 109 nobeles acusan a Greenpeace de “crimen contra la humanidad” por los transgénicos https://t.co/lopzrdn14S vía @el_pais;-1
RT @AAECAD: #medioambiente 109 nobeles acusan a Greenpeace de “crimen contra la humanidad” por los transgénicos https://t.co/AXV7olkLjc vía…;-1
Más de cien premios Nobel piden a Greenpeace que cambie su postura sobre los transgénicos https://t.co/rpDFZfx7wW vía @xataka;0
RT @PilarGGranja: 109 nobeles acusan a Greenpeace de “crimen contra la humanidad” por los transgénicos https://t.co/Xiue3LSLS2 vía @el_pais;-1
RT @materia_ciencia: 109 nobeles acusan a Greenpeace de “crimen contra la humanidad” por los transgénicos https://t.co/iqzi8v5DcX;-1
107 Premios Nobel se enfrentan a Greenpeace por los transgénicos - https://t.co/G4l5gYQByb - Davidjcc_Zgz - La et… https://t.co/FBKEz66B3G;0
109 nobeles acusan a Greenpeace de “crimen contra la humanidad” por los transgénicos https://t.co/NXJwLqVWQ7 vía @el_pais;0
@Null9 @jsgumucio @RobeenJud1 Algunas de las obras de este corrupto RICARDO LAGOS ESCOBAR. Trabajó para la riqueza. https://t.co/2tKWo5JgJ6;-1
@latercera RICARDO LAGOS CORRUPTO CTM TE HAS CAGADO A CHILE DEBES SER DESAFORADO E INVESTIGADO POR TU ENRIQUICIMIENTO ILICITO;-1
@rafa_cavada @albertomayo @DMatamala por fin salio condena del ministro de Ricardo Lagos y que dira ahora el ex pdte??;-1
Inhabilitado a perpetuidad para ejercer cargos públicos resultó ex ministro de Obras Públicas de Ricardo Lagos, Carlos Cruz en caso #MOPGate;0
Ricardo Lagos aborda los desafíos de la integración de América Latina y Europa tras Brexit https://t.co/WBjTvwejs2 https://t.co/TLXTuTtNnd;0
Dejen de criticar la gran obra de candidato Ricardo Lagos! Estamos sin golpes bajos! Mírenlos! https://t.co/edCKD1VNTW;-1
#Cumaná Rusia quiere defender sus fronteras con la ayuda de la inteligencia artificial https://t.co/MERP6XtxiW;1
RT @emeequis: Inteligencia artificial derrota a pilotos de la fuerza aérea de EU en simulacro de combate https://t.co/efsWenOFl3 https://t.…;1
Gracias doctor Sergio Elías Jadue Jadue #ChileCampeon https://t.co/dSzQnFyNSZ;1
Parece que Sergio Jadue es una chala al lado de #Conmebol... https://t.co/LBgljFW4WZ;-1
Esto con Don Sergio Jadue no pasaba. https://t.co/gZN87YzDUJ;-1
RT @TipsCuidadores: FIFA suspende de por vida a Sergio Jadue y a Luis Bedoya https://t.co/vAg8uP8cau;0
RT @PiensaPrensa: AHORA trabajadores de banco Falabella se manifiestan en su día 7 de huelga legal en calle Estado.(13:25) https://t.co/y30…;-1
RT @LoreEscobar: Se multiplica el descontento de los trabajadores además de @sindicatobci se suma Banco Falabella @Banco_Falabella https://…;-1
